,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
13936,Owner,0,0,3,BHK,1860.29,1,1,"New Town,Kolkata",88.48,22.59,98.0
13937,Dealer,0,0,2,BHK,850.97,1,1,"Goregaon (East),Lalitpur",72.87,19.16,150.0
13938,Owner,0,0,2,BHK,1120.07,1,1,"JP Nagar,Bangalore",77.58,12.91,75.0
13939,Dealer,0,1,3,BHK,1639.24,1,1,"Wadala East,Maharashtra",72.87,19.01,520.0
13940,Dealer,0,0,3,BHK,1638.08,1,1,"VIP Haldirams,Kolkata",88.35,22.58,85.0
13941,Dealer,0,0,3,BHK,2307.42,1,1,"Sector-107 Gurgaon,Gurgaon",76.97,28.51,130.0
13942,Dealer,0,0,3,BHK,1756.15,1,1,"Kanjur Marg (East),Mumbai",73.04,19.22,280.0
13943,Dealer,1,0,3,BHK,1471.3,0,1,"Ajmer Road,Jaipur",75.83,26.93,30.5
13944,Owner,0,1,2,BHK,1180.21,1,1,"Gunjur,Bangalore",77.74,12.92,52.0
13945,Dealer,0,0,3,BHK,1795.07,1,1,"Manpada,Lalitpur",78.42,24.69,370.0
13946,Builder,1,0,2,BHK,1098.46,0,0,"Thukalassery,Pathanamthitta",76.79,9.26,35.7
13947,Owner,0,0,1,BHK,552.07,1,1,"Kallikuppam,Chennai",80.27,13.09,29.0
13948,Dealer,1,1,2,BHK,911.94,0,1,"Kolshet Road,Mumbai",72.96,19.25,99.0
13949,Dealer,0,0,3,BHK,1521.9,1,1,"Thane West,Lalitpur",72.96,19.18,270.0
13950,Dealer,0,0,2,BHK,1050.2,1,1,"Sahakar Nagar,Lalitpur",73.85,18.48,41.0
13951,Dealer,0,0,3,BHK,1675.16,1,1,"Sector-150 Noida,Noida",77.48,28.43,92.0
13952,Dealer,0,1,2,BHK,941.9,1,1,"Sector-1 Vaishali,Ghaziabad",77.34,28.64,47.5
13953,Dealer,1,0,2,BHK,862.3,0,1,"Tilak Nagar,Lalitpur",77.09,28.64,160.0
13954,Dealer,0,0,3,BHK,1665.12,1,1,"Undri,Pune",73.93,18.45,72.0
13955,Owner,0,0,3,BHK,1310.22,1,1,"Raj Nagar Extension,Ghaziabad",75.78,26.9,65.0
13956,Owner,0,0,2,BHK,880.5,1,1,"Waghodia,Vadodara",73.23,22.29,14.0
13957,Dealer,0,0,2,BHK,999.09,1,1,"Madambakkam,Chennai",80.16,12.9,43.9
13958,Dealer,1,1,2,BHK,687.79,0,1,"Fatehabad Road,Agra",78.19,27.1,16.5
13959,Owner,0,0,1,BHK,320.0,1,1,"Patanjali Yogpeeth,Haridwar",78.0,29.89,12.0
13960,Owner,0,0,2,BHK,849.86,1,1,"Alwar Bhiwadi Road,Bhiwadi",76.87,28.21,15.0
13961,Owner,0,0,2,BHK,1200.0,1,1,"Bapod,Vadodara",73.23,22.3,21.0
13962,Owner,0,0,2,BHK,799.88,1,1,"Vikay Colony,Latur",76.56,18.4,26.5
13963,Builder,1,1,1,BHK,606.54,0,0,"Gangapur,Lalitpur",78.42,24.69,23.2
13964,Dealer,1,1,3,BHK,1623.91,0,1,"Sector-150 Noida,Noida",77.48,28.43,74.7
13965,Dealer,0,0,3,BHK,1520.91,1,1,"New Town,Kolkata",88.48,22.59,80.0
13966,Dealer,0,0,3,BHK,1187.88,1,1,"Anand Nagar,Lalitpur",73.82,18.48,120.0
13967,Dealer,0,0,3,BHK,1490.14,1,1,"Sahakara Nagar,Bangalore",77.58,13.06,65.0
13968,Owner,0,0,3,BHK,1950.13,1,1,"Vaibhav Khand,Ghaziabad",76.9,28.92,140.0
13969,Owner,0,1,2,BHK,850.05,1,1,"Sainath Nagar,Pune",73.85,18.63,64.0
13970,Dealer,0,1,2,BHK,341.93,1,0,"Purseni,Lucknow",80.98,26.71,11.0
13971,Dealer,0,0,2,BHK,800.0,1,1,"Bhakti Park,Mumbai",72.88,19.03,170.0
13972,Owner,0,0,2,BHK,1037.11,1,1,"Undri,Pune",73.93,18.45,45.0
13973,Dealer,0,0,3,BHK,1400.0,1,1,"Manish Nagar,Nagpur",79.07,21.09,56.0
13974,Dealer,1,1,3,BHK,1500.19,0,0,"Kogilu,Bangalore",77.61,13.09,120.0
13975,Owner,0,0,2,BHK,855.24,1,1,"silicon city,Indore",75.85,22.72,20.5
13976,Builder,0,0,2,BHK,887.28,1,0,"Joka,Kolkata",88.3,22.45,30.7
13977,Owner,0,0,2,BHK,1000.0,1,1,"koyana vasahat,Karad",74.2,17.28,23.0
13978,Owner,0,0,3,BHK,1750.2,1,1,"Samarth Nagar,Aurangabad",75.32,19.88,110.0
13979,Dealer,0,0,2,BHK,713.8,1,1,"4 Bunglows,Lalitpur",78.42,24.69,220.0
13980,Dealer,0,0,3,BHK,942.55,1,1,"LIC Colony,Lalitpur",72.85,19.24,220.0
13981,Dealer,0,1,1,BHK,700.0,1,1,"Karanjade,Lalitpur",78.42,24.69,42.0
13982,Dealer,0,0,2,BHK,1341.0,1,1,"Sector - 6 Dharuhera,Dharuhera",76.8,28.21,35.0
13983,Dealer,0,1,3,BHK,2074.07,1,0,"Sector-70A Gurgaon,Gurgaon",77.02,28.38,140.0
13984,Builder,0,1,3,BHK,1135.98,1,0,"Raebareli Road,Lucknow",81.0,26.75,59.9
13985,Dealer,0,0,3,BHK,1770.96,1,1,"Sector 11 Kharghar,Maharashtra",73.07,19.04,180.0
13986,Dealer,0,0,3,BHK,1212.25,1,1,"Kamadenu Lay out Konapana Agrahara,Bangalore",77.66,12.85,55.8
13987,Owner,0,1,3,BHK,1300.19,1,1,"Raj Nagar,Ghaziabad",77.45,28.68,68.0
13988,Dealer,0,0,3,BHK,1800.06,1,1,"Ahinsa Khand 2,Ghaziabad",76.9,28.92,65.0
13989,Dealer,0,0,2,BHK,989.18,1,1,"Guduvancheri,Chennai",80.06,12.84,32.0
13990,Dealer,1,1,2,BHK,1020.13,0,1,"Mira Road,Maharashtra",72.86,19.28,76.0
13991,Owner,0,0,1,BHK,646.68,1,1,"Amroli,Surat",72.86,21.24,11.0
13992,Dealer,1,0,3,BHK,1386.29,0,1,"Bariatu,Ranchi",85.36,23.4,53.4
13993,Dealer,0,0,2,BHK,1135.17,1,1,"Sector 15 Kharghar,Mumbai",73.08,19.04,130.0
13994,Dealer,1,1,3,BHK,1782.53,0,0,"Perungudi,Chennai",80.24,12.96,170.0
13995,Dealer,0,1,1,BHK,452.29,1,0,"Kolshet Road,Maharashtra",72.96,19.25,63.9
13996,Dealer,0,1,3,BHK,1795.1,1,1,"Thanisandra,Bangalore",77.62,13.06,140.0
13997,Dealer,0,1,3,BHK,1295.1,1,1,"Sector-74 Noida,Noida",77.39,28.58,56.0
13998,Dealer,0,0,3,BHK,1785.71,1,1,"Kundli,Sonipat",77.11,28.87,38.5
13999,Dealer,0,0,2,BHK,1150.18,1,1,"Jessore Road,Kolkata",88.34,22.54,70.0
14000,Owner,0,0,3,BHK,1350.21,1,1,"Race Course,Dehradun",78.04,30.31,80.0
14001,Dealer,0,1,2,BHK,925.93,1,1,"Moshi,Pune",73.85,18.67,40.5
14002,Dealer,0,1,3,BHK,1625.04,1,1,"Sector 80 Faridabad,Faridabad",77.35,28.38,55.3
14003,Dealer,0,0,2,BHK,1149.77,1,1,"Palanpur,Surat",72.83,21.17,38.0
14004,Owner,0,0,1,BHK,659.92,1,1,"Narayan Nagar,Surat",72.83,21.22,15.0
14005,Dealer,0,0,3,BHK,1400.05,1,1,"Sector 84 Faridabad,Faridabad",77.37,28.4,55.4
14006,Dealer,1,1,2,BHK,1149.93,0,0,"Akota,Vadodara",73.17,22.3,26.0
14007,Dealer,0,1,2,BHK,1007.01,1,1,"Balagere,Bangalore",77.72,12.94,69.0
14008,Dealer,0,0,3,BHK,1840.64,1,1,"Zirakpur,Chandigarh",76.82,30.66,52.9
14009,Owner,0,0,3,BHK,1399.92,1,1,"Medavakkam,Chennai",80.19,12.92,74.0
14010,Dealer,0,0,3,BHK,1799.78,1,1,"JP Nagar,Bangalore",77.58,12.91,80.0
14011,Dealer,0,0,3,BHK,2349.34,1,1,"NH-8,Dharuhera",77.65,12.97,69.0
14012,Dealer,1,1,3,BHK,1548.84,0,1,"Gomti Nagar Extension,Lucknow",77.0,21.0,66.6
14013,Owner,0,0,3,BHK,1288.33,1,1,"Nayabad,Kolkata",88.42,22.48,50.0
14014,Owner,0,0,1,BHK,688.95,1,1,"Khopoli,Raigad",73.34,18.79,30.5
14015,Dealer,0,1,2,BHK,744.74,1,1,"Goregaon (East),Lalitpur",72.87,19.16,160.0
14016,Builder,1,1,4,BHK,2131.25,0,0,"Mala Road,Kota",75.87,25.03,68.2
14017,Dealer,0,0,2,BHK,985.02,1,1,"Sector-4 Vaishali,Ghaziabad",77.34,28.64,60.5
14018,Owner,0,0,2,BHK,700.04,1,1,"Ambattur,Chennai",80.16,13.1,40.0
14019,Dealer,0,0,2,BHK,1070.02,1,1,"Munnekollal,Bangalore",77.6,12.97,57.0
14020,Owner,0,0,2,BHK,825.08,1,1,"Kalyan (West),Maharashtra",73.12,19.25,45.0
14021,Dealer,0,0,3,BHK,1431.09,1,1,"Chetla,Kolkata",88.33,22.51,130.0
14022,Owner,0,0,2,BHK,963.94,1,1,"TNHB Avadi,Chennai",80.1,13.12,54.0
14023,Owner,0,1,1,BHK,500.0,1,1,"Sector-168 Noida,Noida",77.41,28.49,36.0
14024,Dealer,0,1,2,BHK,1073.14,1,1,"Taloja,Lalitpur",78.42,24.69,65.0
14025,Owner,0,0,2,BHK,1016.14,1,1,"Sonarpur,Kolkata",88.43,22.44,34.0
14026,Dealer,1,0,3,BHK,1017.01,0,1,"Kestopur,Kolkata",88.42,22.61,30.5
14027,Dealer,1,0,2,BHK,740.07,0,1,"Barrackpore,Kolkata",88.37,22.75,24.6
14028,Dealer,0,0,1,BHK,722.09,1,1,"Budigere,Bangalore",77.75,13.14,41.0
14029,Builder,1,1,1,BHK,473.97,0,0,"Moshi,Pune",73.85,18.67,28.4
14030,Owner,0,0,1,BHK,490.03,1,1,"Kotturppuram,Chennai",80.25,13.02,43.0
14031,Owner,0,1,2,BHK,1200.19,1,1,"Sector-117 Mohali,Mohali",76.67,30.72,50.0
14032,Dealer,0,0,3,BHK,2176.18,1,1,"Kharavela Nagar,Bhubaneswar",85.83,20.26,250.0
14033,Owner,0,0,3,BHK,1725.41,1,1,"Ahinsa Khand 2,Ghaziabad",76.9,28.92,70.0
14034,Dealer,0,0,1,BHK,620.03,1,1,"Sector 29 Vashi,Lalitpur",77.07,28.47,110.0
14035,Dealer,0,0,3,BHK,1400.11,1,1,"Sector 84 Faridabad,Faridabad",77.37,28.4,49.2
14036,Dealer,0,1,3,BHK,1580.4,1,1,"Zirakpur,Chandigarh",76.82,30.66,57.1
14037,Dealer,0,0,3,BHK,1590.09,1,1,"Koperkhairane,Lalitpur",78.42,24.69,190.0
14038,Dealer,0,0,2,BHK,1100.05,1,1,"Sector 18 Kamothe,Maharashtra",73.1,19.02,84.0
14039,Dealer,1,1,1,BHK,490.7,0,0,"Kanjur Marg (East),Lalitpur",78.42,24.69,110.0
14040,Dealer,0,0,2,BHK,1250.0,1,1,"Uttarahalli,Bangalore",77.54,12.91,45.0
14041,Dealer,0,0,3,BHK,1372.79,1,1,"Ajmer Road,Jaipur",75.83,26.93,33.4
14042,Owner,0,0,2,BHK,1140.39,1,1,"Pali Khera,Mathura",77.64,27.47,29.0
14043,Dealer,0,1,2,BHK,935.08,1,1,"Raj Nagar Extension,Ghaziabad",75.78,26.9,35.0
14044,Dealer,0,1,2,BHK,924.95,1,1,"Electronic City,Bangalore",77.67,12.85,35.0
14045,Owner,0,0,1,BHK,677.78,1,1,"Chanod Colony,Vapi",72.9,20.37,12.2
14046,Owner,0,1,3,BHK,955.87,1,1,"Bhayli,Vadodara",73.13,22.29,60.0
14047,Dealer,0,0,3,BHK,1598.62,1,1,"Sector-9 Ulwe,Lalitpur",77.12,28.72,130.0
14048,Dealer,0,0,2,BHK,1100.02,1,1,"NIBM,Pune",73.89,18.48,65.0
14049,Dealer,0,1,3,BHK,1150.08,1,1,"Sector-1 Vaishali,Ghaziabad",77.34,28.64,61.0
14050,Dealer,0,1,3,BHK,2007.41,1,1,"Sector-109 Gurgaon,Gurgaon",77.01,28.51,130.0
14051,Owner,0,0,2,BHK,1200.3,1,1,"Alwar Bypass Road,Bhiwadi",76.86,28.21,32.0
14052,Dealer,1,0,3,BHK,2024.82,0,1,"Mohali,Chandigarh",76.69,30.7,62.0
14053,Dealer,0,0,3,BHK,1668.34,1,1,"Ramprastha Greens,Ghaziabad",77.35,28.65,100.0
14054,Dealer,1,1,2,BHK,1282.0,0,0,"Sushant Golf City,Lucknow",81.01,26.78,44.87
14055,Dealer,0,1,2,BHK,1102.08,1,1,"Sector-117 Mohali,Mohali",76.67,30.72,33.9
14056,Owner,0,0,1,BHK,639.04,1,1,"Dighi,Pune",75.06,19.52,31.0
14057,Dealer,0,0,3,BHK,1800.18,1,1,"Kalyani Nagar,Pune",73.9,18.55,160.0
14058,Owner,0,0,2,BHK,1215.14,1,1,"Electronics City Phase 1,Bangalore",77.66,12.84,61.0
14059,Dealer,0,0,3,BHK,2142.74,1,1,"Sector-93 B Noida,Noida",77.39,28.52,130.0
14060,Dealer,0,0,3,BHK,1599.67,1,1,"Noida Extension,Noida",77.43,28.58,58.5
14061,Dealer,1,0,2,BHK,999.09,0,1,"Thane West,Maharashtra",72.96,19.18,55.0
14062,Dealer,0,1,2,BHK,1206.13,1,1,"Ghodbunder Road,Mumbai",76.81,28.74,89.0
14063,Owner,0,0,2,BHK,1250.0,1,1,"SV NAGAR NAGARAM,Secunderabad",78.5,17.45,31.0
14064,Dealer,0,0,3,BHK,1527.08,1,1,"Akshaya Nagar,Bangalore",77.6,12.97,130.0
14065,Dealer,1,1,1,BHK,670.03,0,1,"Balkum,Mumbai",72.99,19.22,73.0
14066,Dealer,1,1,2,BHK,571.43,0,0,"Chandivali,Lalitpur",78.42,24.69,100.0
14067,Dealer,1,0,3,BHK,1303.17,0,1,"Naya Bazaar,Cuttack",85.93,20.46,53.0
14068,Dealer,0,0,3,BHK,2430.31,1,1,"Malibu Town,Gurgaon",77.04,28.42,170.0
14069,Owner,0,0,3,BHK,1600.0,1,1,"Yelahanka,Bangalore",77.6,13.11,90.0
14070,Owner,0,0,2,BHK,1156.0,1,1,"Gajuwaka,Visakhapatnam",83.22,17.7,28.9
14071,Owner,0,0,3,BHK,1400.12,1,1,"City Centre 1,Kolkata",88.41,22.59,90.0
14072,Owner,0,0,2,BHK,1000.0,1,1,"Harshraj Colony,Amravati",77.0,21.0,47.0
14073,Dealer,0,1,3,BHK,1758.09,1,1,"Sector-137 Noida,Noida",77.41,28.51,75.0
14074,Dealer,0,1,3,BHK,1515.15,1,1,"Sector-1 Vaishali,Ghaziabad",77.34,28.64,76.0
14075,Owner,0,0,2,BHK,1291.56,1,1,"Aquem Alto,Margao",73.98,15.27,47.0
14076,Dealer,0,0,2,BHK,963.91,1,1,"Chandivali,Lalitpur",78.42,24.69,160.0
14077,Owner,0,0,2,BHK,891.12,1,1,"Kashiviswanath Road,Rajkot",70.8,22.3,55.0
14078,Dealer,1,1,3,BHK,1609.71,0,1,"Zirakpur,Chandigarh",76.82,30.66,65.0
14079,Owner,0,1,3,BHK,1405.15,1,1,"Jalahalli,Bangalore",77.54,13.05,90.0
14080,Dealer,0,0,3,BHK,1350.31,1,1,"Chitrakoot,Jaipur",75.87,26.92,35.0
14081,Dealer,0,0,3,BHK,1600.0,1,1,"Begur,Bangalore",77.63,12.87,64.0
14082,Owner,0,0,2,BHK,850.16,1,1,"Ambattur,Chennai",80.16,13.1,40.0
14083,Dealer,0,0,2,BHK,963.08,1,1,"Dombivli (East),Lalitpur",73.08,19.22,54.0
14084,Builder,1,1,4,BHK,1928.46,0,0,"Dwarka,Lalitpur",78.42,24.69,86.8
14085,Dealer,0,0,3,BHK,1450.25,1,1,"Zirakpur,Chandigarh",76.82,30.66,32.5
14086,Owner,0,0,2,BHK,919.98,1,1,"Anthon Nagar,Pune",73.85,18.52,43.0
14087,Dealer,0,0,2,BHK,900.0,1,1,"Arera Colony,Bhopal",77.43,23.21,22.5
14088,Dealer,0,0,3,BHK,1638.29,1,1,"PAL,Surat",72.83,21.17,51.0
14089,Dealer,0,0,3,BHK,1163.02,1,1,"Sector 11 Kharghar,Lalitpur",73.07,19.04,120.0
14090,Owner,0,1,2,BHK,1420.17,1,1,"Sector-119 Noida,Noida",77.4,28.59,70.0
14091,Dealer,0,1,3,BHK,2001.0,1,1,"Pimple Nilakh,Pune",73.79,18.58,200.0
14092,Owner,0,0,4,BHK,2238.81,1,1,"Zirakpur,Chandigarh",76.82,30.66,57.0
14093,Dealer,0,0,2,BHK,1145.17,1,1,"Sector-20 Roadpali,Lalitpur",77.33,28.58,65.0
14094,Dealer,1,1,3,BHK,903.05,0,0,"Balkum,Lalitpur",78.42,24.69,110.0
14095,Dealer,0,0,3,BHK,1150.01,1,1,"Kalyani,Kolkata",88.43,22.98,45.0
14096,Dealer,1,1,3,BHK,1580.14,0,1,"Zirakpur,Chandigarh",76.82,30.66,56.0
14097,Dealer,0,0,3,BHK,1300.07,1,1,"Gandhi Path,Jaipur",86.59,25.88,37.0
14098,Dealer,0,0,3,BHK,1748.5,1,1,"Sector-105 Mohali,Mohali",76.68,30.66,58.4
14099,Dealer,0,0,2,BHK,810.03,1,1,"New Town,Kolkata",88.48,22.59,42.0
14100,Dealer,0,1,2,BHK,1080.18,1,1,"Zirakpur,Mohali",76.82,30.65,41.9
14101,Dealer,0,0,2,BHK,1085.01,1,1,"Kharghar,Maharashtra",73.07,19.04,85.0
14102,Owner,0,0,2,BHK,1085.19,1,1,"Gandhi Nagar,Ranchi",85.32,23.41,40.0
14103,Dealer,0,0,2,BHK,1195.06,1,1,"Marathahalli,Bangalore",77.7,12.96,59.0
14104,Owner,0,0,3,BHK,1550.15,1,1,"Bariatu,Ranchi",85.36,23.4,51.0
14105,Dealer,1,0,4,BHK,1280.08,0,1,"New Town,Kolkata",88.48,22.59,100.0
14106,Dealer,1,1,3,BHK,882.97,0,0,"Baner,Lalitpur",78.42,24.69,110.0
14107,Dealer,0,1,2,BHK,1160.16,1,1,"Wakad,Pune",73.76,18.6,77.0
14108,Dealer,0,0,2,BHK,1251.3,1,1,"Adajan,Surat",78.99,24.4,36.0
14109,Dealer,0,0,2,BHK,1114.71,1,1,"Chembur,Maharashtra",72.9,19.06,220.0
14110,Owner,0,0,2,BHK,1650.17,1,1,"Vaibhav Khand,Ghaziabad",76.9,28.92,70.0
14111,Dealer,0,0,3,BHK,1324.94,1,1,"Jodhpur Park,Kolkata",88.36,22.51,120.0
14112,Dealer,0,0,3,BHK,1250.0,1,1,"Shastri Nagar,Lalitpur",78.53,25.44,340.0
14113,Dealer,0,0,2,BHK,1100.05,1,1,"Kothrud,Pune",73.81,18.51,95.0
14114,Dealer,0,0,2,BHK,1250.0,1,1,"Harlur,Bangalore",77.59,12.93,70.0
14115,Dealer,0,0,3,BHK,1697.22,1,1,"New Town,Kolkata",88.48,22.59,75.0
14116,Owner,0,1,2,BHK,1290.11,1,1,"Whitefield,Bangalore",77.76,13.0,80.0
14117,Owner,0,0,2,BHK,859.9,1,1,"Bicholi Mardana,Indore",75.82,22.18,20.5
14118,Owner,1,0,2,BHK,759.44,0,1,"gotal pajri, besa,Nagpur",79.1,21.08,16.7
14119,Dealer,0,0,3,BHK,1616.38,1,1,"Kalyanpur,Kanpur",80.25,26.5,45.0
14120,Dealer,1,1,3,BHK,1550.27,0,1,"Zirakpur,Chandigarh",76.82,30.66,69.7
14121,Owner,0,0,3,BHK,1820.39,1,1,"Durgapuram,Vijayawada",80.62,16.52,75.0
14122,Owner,0,0,2,BHK,870.04,1,1,"Bally,Kolkata",88.34,22.65,16.0
14123,Dealer,0,0,4,BHK,2400.04,1,1,"Andheri (West),Lalitpur",72.82,19.14,1000.0
14124,Owner,0,0,2,BHK,715.91,1,1,"Vishwalaxmi Nagar,Mathura",77.65,27.51,22.0
14125,Dealer,0,0,3,BHK,1899.98,1,1,"Whitefield,Bangalore",77.76,13.0,87.0
14126,Owner,0,1,1,BHK,586.62,1,1,"Mahindra City,Chennai",80.27,13.09,47.0
14127,Owner,0,0,3,BHK,1368.11,1,1,"Siruseri,Chennai",80.21,12.83,150.0
14128,Owner,0,0,1,BHK,615.16,1,1,"Godadara,Surat",72.88,21.17,12.5
14129,Owner,0,0,2,BHK,748.01,1,1,"Sakher Bazar,Kolkata",88.4,22.14,22.5
14130,Owner,0,0,2,BHK,924.21,1,1,"Alwar Bypass Road,Bhiwadi",76.86,28.21,25.0
14131,Dealer,0,1,3,BHK,1330.23,1,1,"Manpada,Maharashtra",72.96,19.24,160.0
14132,Dealer,0,1,2,BHK,1434.01,1,1,"Bhakti Park,Lalitpur",72.88,19.03,260.0
14133,Dealer,0,0,1,BHK,684.93,1,1,"Sector 35I Kharghar,Lalitpur",78.42,24.69,68.0
14134,Dealer,0,0,1,BHK,450.02,1,1,"Chikhal Dongari,Lalitpur",78.42,24.69,28.0
14135,Owner,0,0,1,BHK,699.06,1,1,"Dhayari,Pune",73.82,18.43,40.0
14136,Owner,0,0,3,BHK,1499.85,1,1,"Malviya Nagar,Jaipur",75.81,26.85,98.0
14137,Owner,0,0,2,BHK,1067.02,1,1,"Horamavu Agara,Bangalore",77.66,13.03,64.0
14138,Builder,0,1,1,BHK,650.0,1,0,"Godhani,Lalitpur",78.14,24.17,19.5
14139,Dealer,0,0,2,BHK,999.0,1,1,"Vijay Nagari,Maharashtra",79.05,21.12,100.0
14140,Owner,0,0,3,BHK,1620.98,1,1,"Hulimavu,Bangalore",77.6,12.88,110.0
14141,Dealer,0,1,3,BHK,1589.15,1,1,"Hadapsar,Pune",73.94,18.5,150.0
14142,Owner,0,0,3,BHK,1049.04,1,1,"Kadugodi,Bangalore",77.77,13.0,43.0
14143,Dealer,0,0,3,BHK,1402.2,1,1,"Sector 81 Faridabad,Faridabad",77.34,28.39,63.8
14144,Dealer,0,1,3,BHK,1320.07,1,1,"Sector-78 Noida,Noida",77.39,28.56,69.0
14145,Owner,0,0,2,BHK,1016.85,1,1,"Jalahalli,Bangalore",77.54,13.05,35.0
14146,Owner,0,0,3,BHK,1940.13,1,1,"Sector-61 Noida,Noida",77.37,28.59,140.0
14147,Dealer,0,0,3,BHK,1900.0,1,1,"Maharishi Puram Colony,Agra",77.97,27.21,66.5
14148,Dealer,0,0,3,BHK,1400.29,1,1,"Vennala,Kochi",76.27,9.93,58.0
14149,Dealer,1,1,2,BHK,628.89,0,0,"Virar West,Maharashtra",72.81,19.46,43.4
14150,Dealer,0,0,2,BHK,1220.08,1,1,"Sector 15 Kharghar,Lalitpur",73.08,19.04,130.0
14151,Owner,0,0,3,BHK,1342.16,1,1,"5th Phase JP Nagar,Bangalore",77.58,12.91,75.0
14152,Dealer,0,0,4,BHK,2160.41,1,1,"Kundli,Sonipat",77.11,28.87,80.0
14153,Owner,0,0,4,BHK,1399.13,1,1,"Naktala,Kolkata",88.34,22.54,44.8
14154,Dealer,0,1,3,BHK,1576.04,1,1,"Sarjapur Road,Bangalore",77.79,12.86,100.0
14155,Owner,0,0,2,BHK,850.13,1,1,"Purba Barisha,Kolkata",88.32,22.48,40.5
14156,Dealer,1,1,2,BHK,1249.57,0,1,"Hebbal,Bangalore",77.59,13.04,110.0
14157,Owner,0,0,1,BHK,564.08,1,1,"Chak Garia,Kolkata",88.34,22.54,25.0
14158,Dealer,0,0,2,BHK,1250.0,1,1,"Sector-8 Pratap Nagar,Jaipur",75.84,26.81,58.0
14159,Owner,0,1,2,BHK,1150.34,1,1,"Sector - 51 Bhiwadi,Bhiwadi",76.13,28.78,29.0
14160,Owner,0,0,1,BHK,589.1,1,1,"Alibaug,Raigad",72.88,18.65,32.0
14161,Owner,1,1,3,BHK,1499.67,0,1,"Mall Road,Solan",77.09,28.48,67.5
14162,Dealer,1,0,3,BHK,1899.83,0,1,"Kadri,Mangalore",74.86,12.88,110.0
14163,Owner,0,0,1,BHK,650.2,1,1,"Khodiyar Nagar,Surat",72.85,21.22,20.0
14164,Dealer,0,0,3,BHK,1536.31,1,1,"Kadma,Jamshedpur",86.17,22.8,55.0
14165,Dealer,0,1,4,BHK,1306.32,1,1,"Sector 84 Faridabad,Faridabad",77.37,28.4,49.0
14166,Owner,0,0,3,BHK,1542.24,1,1,"8th Phase JP Nagar,Bangalore",77.58,12.91,88.0
14167,Dealer,1,0,4,BHK,2017.09,0,1,"Wakad,Pune",73.76,18.6,170.0
14168,Owner,0,0,2,BHK,883.07,1,1,"Mysore Road,Bangalore",77.6,12.97,54.0
14169,Owner,0,1,3,BHK,1530.31,1,1,"Zirakpur,Chandigarh",76.82,30.66,52.0
14170,Owner,0,0,3,BHK,1365.13,1,1,"Neeladri road, Electronic city phase 1, Electronic City,Bangalore",77.67,12.85,75.0
14171,Owner,0,0,2,BHK,1150.05,1,1,"South Kasba,Solapur",73.91,18.55,42.0
14172,Dealer,1,0,3,BHK,1459.92,0,1,"Adarsh Nagar,Jaipur",75.83,26.91,82.5
14173,Owner,0,0,1,BHK,675.04,1,1,"maratahalli,Bangalore",77.7,12.96,50.0
14174,Owner,0,0,2,BHK,985.08,1,1,"Bakkannapalem,Visakhapatnam",83.35,17.81,35.0
14175,Dealer,0,0,3,BHK,1650.17,1,1,"Vajarahalli,Bangalore",77.55,12.86,60.0
14176,Owner,0,0,2,BHK,1080.02,1,1,"Doddathoguru, Electronics City Phase 1,Bangalore",77.66,12.84,44.0
14177,Owner,0,0,3,BHK,1911.4,1,1,"Ahinsa Khand 2,Ghaziabad",76.9,28.92,85.0
14178,Dealer,0,0,1,BHK,660.0,1,1,"Sector-24 Kamothe,Lalitpur",73.02,19.05,49.5
14179,Dealer,0,0,3,BHK,1750.09,1,1,"HSR Layout,Bangalore",77.64,12.91,150.0
14180,Dealer,0,0,2,BHK,1045.3,1,1,"Badlapur (West),Mumbai",72.83,18.97,36.0
14181,Dealer,0,1,2,BHK,1247.91,1,1,"Raj Nagar Extension,Ghaziabad",75.78,26.9,37.3
14182,Owner,0,0,1,BHK,425.08,1,1,"Prem Nagar,Kota",75.77,31.21,4.0
14183,Owner,0,0,2,BHK,1070.01,1,1,"PAL,Surat",72.83,21.17,35.0
14184,Dealer,0,0,2,BHK,1000.0,1,1,"Baner Pashan Link Road,Pune",73.83,18.54,80.0
14185,Dealer,0,0,2,BHK,960.0,1,1,"Manpada,Lalitpur",78.42,24.69,120.0
14186,Dealer,0,0,2,BHK,1295.18,1,1,"NIBM,Pune",73.89,18.48,86.0
14187,Dealer,0,0,2,BHK,1100.03,1,1,"Sector-4 Vaishali,Ghaziabad",77.34,28.64,64.0
14188,Dealer,0,1,2,BHK,1150.18,1,1,"Raj Nagar Extension,Ghaziabad",75.78,26.9,35.0
14189,Dealer,1,1,2,BHK,1114.11,0,0,"Sarjapur Road,Bangalore",77.79,12.86,66.0
14190,Owner,0,0,2,BHK,1010.1,1,1,"KR Puram,Bangalore",77.71,13.01,45.0
14191,Owner,0,0,1,BHK,496.83,1,1,"Tandalja,Vadodara",73.15,22.29,14.9
14192,Dealer,0,1,2,BHK,970.02,1,1,"Nalasopara East,Lalitpur",78.42,24.69,46.6
14193,Dealer,0,1,2,BHK,1010.1,1,1,"Wakad,Pune",73.76,18.6,60.0
14194,Dealer,0,0,1,BHK,550.0,1,1,"Sector-19 Airoli,Lalitpur",77.32,28.57,60.0
